Date,Store_Id,Item,Product,Size,Predicted_Demand,Projected_Stock,Stock_Status,Initial_Stock,Stock_Level,Orders_Received,Weeks_Of_Supply,Order_Quantity
2025-07-31,104.0,4280011520.0,TOTINO 3 CHEESE PIZZA,9.8 OZ,3,0,Low,0,0,0,0.0,0.0
2025-08-01,104.0,4280011520.0,TOTINO 3 CHEESE PIZZA,9.8 OZ,3,0,Low,0,0,0,0.0,0.0
2025-08-02,104.0,4280011520.0,TOTINO 3 CHEESE PIZZA,9.8 OZ,3,0,Low,0,0,0,0.0,0.0
2025-08-03,104.0,4280011520.0,TOTINO 3 CHEESE PIZZA,9.8 OZ,4,0,Low,0,0,0,0.0,0.0
2025-08-04,104.0,4280011520.0,TOTINO 3 CHEESE PIZZA,9.8 OZ,3,0,Low,0,0,0,0.0,0.0
2025-08-05,104.0,4280011520.0,TOTINO 3 CHEESE PIZZA,9.8 OZ,3,0,Low,0,0,0,0.0,0.0
2025-08-06,104.0,4280011520.0,TOTINO 3 CHEESE PIZZA,9.8 OZ,3,0,Low,0,0,0,0.0,22.0
2025-08-07,104.0,4280011520.0,TOTINO 3 CHEESE PIZZA,9.8 OZ,3,0,Low,0,0,0,0.0,0.0
2025-07-09,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,7.0
2025-07-10,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-11,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-12,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-13,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-14,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-15,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-16,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,7.0
2025-07-17,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-18,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-19,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-20,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-21,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-22,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-23,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,7.0
2025-07-24,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-25,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-26,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-27,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-28,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-29,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-30,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,7.0
2025-07-31,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-08-01,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-08-02,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-08-03,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-08-04,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-08-05,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-08-06,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,7.0
2025-08-07,104.0,4280011600.0,TOTINO COMBINATION PIZZA,10.7 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-09,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,12.0
2025-07-10,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,0.0
2025-07-11,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,0.0
2025-07-12,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,0.0
2025-07-13,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,0.0
2025-07-14,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-15,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-16,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,12.0
2025-07-17,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,0.0
2025-07-18,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,0.0
2025-07-19,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,0.0
2025-07-20,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,0.0
2025-07-21,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-22,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-23,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,12.0
2025-07-24,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,0.0
2025-07-25,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,0.0
2025-07-26,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,0.0
2025-07-27,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,0.0
2025-07-28,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-29,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-30,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,12.0
2025-07-31,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,0.0
2025-08-01,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,0.0
2025-08-02,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,0.0
2025-08-03,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,0.0
2025-08-04,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,1,0,Low,0,0,0,0.0,0.0
2025-08-05,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,1,0,Low,0,0,0,0.0,0.0
2025-08-06,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,12.0
2025-08-07,104.0,4786100005.0,IMOS PEPPERONI PIZZA,17.3 OZ,2,0,Low,0,0,0,0.0,0.0
2025-07-09,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,7.0
2025-07-10,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-11,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-12,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-13,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-14,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-15,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-16,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,7.0
2025-07-17,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-18,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-19,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-20,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-21,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-22,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-23,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,7.0
2025-07-24,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-25,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-26,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-27,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-28,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-29,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-30,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,7.0
2025-07-31,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-08-01,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-08-02,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-08-03,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-08-04,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-08-05,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-08-06,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,7.0
2025-08-07,104.0,7192114978.0,DIGIORNO HAND TOSSED SUPREME,18.9 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-09,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,1,0,Low,0,0,0,0.0,1.0
2025-07-10,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-07-11,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-07-12,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-07-13,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-07-14,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-07-15,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-07-16,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,1,0,Low,0,0,0,0.0,1.0
2025-07-17,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-07-18,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-07-19,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-07-20,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-07-21,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-07-22,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-07-23,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,1,0,Low,0,0,0,0.0,1.0
2025-07-24,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-07-25,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-07-26,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-07-27,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-07-28,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-07-29,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-07-30,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,1,0,Low,0,0,0,0.0,1.0
2025-07-31,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-08-01,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-08-02,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-08-03,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-08-04,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-08-05,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-08-06,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,1,0,Low,0,0,0,0.0,1.0
2025-08-07,104.0,7192119954.0,TOMBSTONE SUPREME PIZZA,20.8 OZ,0,0,Low,0,0,0,0.0,0.0
2025-07-09,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-10,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-11,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-12,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-13,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-14,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-15,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-16,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-17,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-18,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-19,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-20,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-21,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-22,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-23,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-24,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-25,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-26,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-27,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-28,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-29,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-30,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-31,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-08-01,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-08-02,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-08-03,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-08-04,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-08-05,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-08-06,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-08-07,104.0,7192156420.0,TOMBSTONE 4 MEAT PIZZA,21.1 OZ,0,0,Adequate,0,0,0,4.0,0.0
2025-07-09,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,7.0
2025-07-10,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-07-11,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-07-12,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-07-13,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-07-14,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-07-15,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-07-16,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,7.0
2025-07-17,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-07-18,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-07-19,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-07-20,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-07-21,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-07-22,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-07-23,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,7.0
2025-07-24,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-07-25,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-07-26,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-07-27,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-07-28,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-07-29,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-07-30,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,7.0
2025-07-31,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-08-01,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-08-02,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-08-03,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-08-04,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-08-05,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-08-06,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,7.0
2025-08-07,104.0,7192182379.0,DIGIORNO RC PEPPERONI PIZZA,24.7 OZ.,1,0,Low,0,0,0,0.0,0.0
2025-07-09,104.0,7192190926.0,DIGIORNO ULTRA THIN CARNIVR PIZA,15.00 OZ,1,0,Low,0,0,0,0.0,7.0
2025-07-10,104.0,7192190926.0,DIGIORNO ULTRA THIN CARNIVR PIZA,15.00 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-11,104.0,7192190926.0,DIGIORNO ULTRA THIN CARNIVR PIZA,15.00 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-12,104.0,7192190926.0,DIGIORNO ULTRA THIN CARNIVR PIZA,15.00 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-13,104.0,7192190926.0,DIGIORNO ULTRA THIN CARNIVR PIZA,15.00 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-14,104.0,7192190926.0,DIGIORNO ULTRA THIN CARNIVR PIZA,15.00 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-15,104.0,7192190926.0,DIGIORNO ULTRA THIN CARNIVR PIZA,15.00 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-16,104.0,7192190926.0,DIGIORNO ULTRA THIN CARNIVR PIZA,15.00 OZ,1,0,Low,0,0,0,0.0,7.0
2025-07-17,104.0,7192190926.0,DIGIORNO ULTRA THIN CARNIVR PIZA,15.00 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-18,104.0,7192190926.0,DIGIORNO ULTRA THIN CARNIVR PIZA,15.00 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-19,104.0,7192190926.0,DIGIORNO ULTRA THIN CARNIVR PIZA,15.00 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-20,104.0,7192190926.0,DIGIORNO ULTRA THIN CARNIVR PIZA,15.00 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-21,104.0,7192190926.0,DIGIORNO ULTRA THIN CARNIVR PIZA,15.00 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-22,104.0,7192190926.0,DIGIORNO ULTRA THIN CARNIVR PIZA,15.00 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-23,104.0,7192190926.0,DIGIORNO ULTRA THIN CARNIVR PIZA,15.00 OZ,1,0,Low,0,0,0,0.0,7.0
2025-07-24,104.0,7192190926.0,DIGIORNO ULTRA THIN CARNIVR PIZA,15.00 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-25,104.0,7192190926.0,DIGIORNO ULTRA THIN CARNIVR PIZA,15.00 OZ,1,0,Low,0,0,0,0.0,0.0
2025-07-26,104.0,7192190926.0,DIGIORNO ULTRA THIN CARNIVR PIZA,15.00 OZ,1,0,Low,0,0,0,0.0,0.0
