Store_Id,Item,Product,Elasticity,Current_Price,Optimal_Price,Price_Change_Pct,Expected_Sales_Change_Pct,Expected_Profit_Change_Pct,Cost,Current_Margin_Pct,New_Margin_Pct,Constraint_Applied,Recommendation
104.0,3913116850.0,BELLATORIA BBQ CHK PIZZA,-2.003134286060738,7.99,8.789000000000001,10.000000000000009,-17.380056591143166,2.994429453201497,4.75,40.550688360450565,45.955171236773246,elasticity_upper_bound,Increase price by 10.0%
104.0,3913116852.0,BELLATORIA ULT PEPPERONI PIZZA,-1.0,7.99,7.99,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,3913116853.0,BELLATORIA ULT SUPREME PIZZA,-1.0,7.99,7.99,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,3913116856.0,BELLATORIA GAR CHKN ALFR PIZZA,-1.0,7.99,9.588,19.999999999999996,-16.666666666666664,24.434156378600804,4.75,40.550688360450565,50.458906967042125,standard_upper_bound,Increase price by 20.0%
104.0,3913116891.0,BELLATORIA SAUS ITALIA PIZZA,-1.0,7.99,9.588,19.999999999999996,-16.666666666666664,24.434156378600804,4.75,40.550688360450565,50.458906967042125,standard_upper_bound,Increase price by 20.0%
104.0,3913116957.0,BELLATORIA HAWAIIAN BBQ PIZZA,-1.0,7.99,7.99,0.0,0.0,0.0,0.0,100.0,100.0,standard,Maintain current price
104.0,4219700201.0,BREW PUB PEPPERONI PIZZA,-1.8753425647835207,8.99,9.889000000000001,10.000000000000009,-16.36760467283428,2.242673396255346,4.95,44.938820912124584,49.944382647385986,elasticity_upper_bound,Increase price by 10.0%
104.0,4219700203.0,BREW PUB SAUS PEP PIZZA,-1.4841991357507778,8.99,7.6415,-15.000000000000002,27.278887152842437,8.187054079916066,0.0,100.0,100.0,standard_lower_bound,Decrease price by 15.0%
104.0,4219700204.0,BREW PUB CHEESE PIZZA,-1.5143058675245709,8.99,8.091000000000001,-9.999999999999986,17.298061914412056,5.568255722970861,0.0,100.0,100.0,elasticity_lower_bound,Decrease price by 10.0%
104.0,4219700205.0,BREW PUB 4 MEAT PIZZA,-2.232577275983536,8.99,8.091000000000001,-9.999999999999986,26.519402902188858,13.867462611969984,0.0,100.0,100.0,elasticity_lower_bound,Decrease price by 10.0%
104.0,4219700206.0,BREW PUB BACON CHSBRGR PIZZA,-2.2082615689457836,8.99,8.091000000000001,-9.999999999999986,26.19568573649451,13.57611716284508,0.0,100.0,100.0,elasticity_lower_bound,Decrease price by 10.0%
104.0,4219700207.0,BREW PUB SUPREME PIZZA,-2.5736896417292603,8.99,8.091000000000001,-9.999999999999986,31.149179983386468,18.034261985047827,0.0,100.0,100.0,elasticity_lower_bound,Decrease price by 10.0%
104.0,4219700334.0,BREW PUB TACO GRANDE,-2.6453375639918915,8.99,8.091000000000001,-9.999999999999986,32.14295325860912,18.928657932748205,0.0,100.0,100.0,elasticity_lower_bound,Decrease price by 10.0%
